Variable Name,Label,Value Labels,Level,Role,Type of data,Full Question
S5B_145,S5B:Slots Heaven,0:No|1:Yes|9998:(Not asked),Nominal,Input,Numeric,"For each of these brands, which of their offerings are you aware of? <inst>Please select all that apply</inst>"
S5B_146,S5B:Slots Heaven Casino,0:No|1:Yes|9998:(Not asked),Nominal,Input,Numeric,"For each of these brands, which of their offerings are you aware of? <inst>Please select all that apply</inst>"
S5B_148,S5B:Poker Stars (Stars Group),0:No|1:Yes|9998:(Not asked),Nominal,Input,Numeric,"For each of these brands, which of their offerings are you aware of? <inst>Please select all that apply</inst>"
S5B_149,S5B:Poker Stars Casino,0:No|1:Yes|9998:(Not asked),Nominal,Input,Numeric,"For each of these brands, which of their offerings are you aware of? <inst>Please select all that apply</inst>"
S5B_151,S5B:BET STARS,0:No|1:Yes|9998:(Not asked),Nominal,Input,Numeric,"For each of these brands, which of their offerings are you aware of? <inst>Please select all that apply</inst>"
S5B_152,S5B:POKER STARS,0:No|1:Yes|9998:(Not asked),Nominal,Input,Numeric,"For each of these brands, which of their offerings are you aware of? <inst>Please select all that apply</inst>"
S5B_153,S5B:Party Poker,0:No|1:Yes|9998:(Not asked),Nominal,Input,Numeric,"For each of these brands, which of their offerings are you aware of? <inst>Please select all that apply</inst>"
S5B_154,S5B:Party Poker Casino,0:No|1:Yes|9998:(Not asked),Nominal,Input,Numeric,"For each of these brands, which of their offerings are you aware of? <inst>Please select all that apply</inst>"
S5B_156,S5B:Party Poker (Sports),0:No|1:Yes|9998:(Not asked),Nominal,Input,Numeric,"For each of these brands, which of their offerings are you aware of? <inst>Please select all that apply</inst>"
S5B_157,S5B:Party Poker (Poker),0:No|1:Yes|9998:(Not asked),Nominal,Input,Numeric,"For each of these brands, which of their offerings are you aware of? <inst>Please select all that apply</inst>"
S5B_158,S5B:Bwin,0:No|1:Yes|9998:(Not asked),Nominal,Input,Numeric,"For each of these brands, which of their offerings are you aware of? <inst>Please select all that apply</inst>"
S5B_159,S5B:Foxy Casino,0:No|1:Yes|9998:(Not asked),Nominal,Input,Numeric,"For each of these brands, which of their offerings are you aware of? <inst>Please select all that apply</inst>"
S5B_161,S5B:Bwin (Sports),0:No|1:Yes|9998:(Not asked),Nominal,Input,Numeric,"For each of these brands, which of their offerings are you aware of? <inst>Please select all that apply</inst>"
S5B_162,S5B:Foxy Bingo,0:No|1:Yes|9998:(Not asked),Nominal,Input,Numeric,"For each of these brands, which of their offerings are you aware of? <inst>Please select all that apply</inst>"
S5B_163,S5B:Full Tilt,0:No|1:Yes|9998:(Not asked),Nominal,Input,Numeric,"For each of these brands, which of their offerings are you aware of? <inst>Please select all that apply</inst>"
S5B_164,S5B:Dream Vegas,0:No|1:Yes|9998:(Not asked),Nominal,Input,Numeric,"For each of these brands, which of their offerings are you aware of? <inst>Please select all that apply</inst>"
S5B_165,S5B:Dream Vegas (Casino),0:No|1:Yes|9998:(Not asked),Nominal,Input,Numeric,"For each of these brands, which of their offerings are you aware of? <inst>Please select all that apply</inst>"
S5B_167,S5B:Mobilebet,0:No|1:Yes|9998:(Not asked),Nominal,Input,Numeric,"For each of these brands, which of their offerings are you aware of? <inst>Please select all that apply</inst>"
S5B_168,S5B:Mobilebet Casino,0:No|1:Yes|9998:(Not asked),Nominal,Input,Numeric,"For each of these brands, which of their offerings are you aware of? <inst>Please select all that apply</inst>"
S5B_170,S5B:Mobilebet Sports,0:No|1:Yes|9998:(Not asked),Nominal,Input,Numeric,"For each of these brands, which of their offerings are you aware of? <inst>Please select all that apply</inst>"
S5B_171,S5B:Wink,0:No|1:Yes|9998:(Not asked),Nominal,Input,Numeric,"For each of these brands, which of their offerings are you aware of? <inst>Please select all that apply</inst>"
S5B_172,S5B:Wink Bingo,0:No|1:Yes|9998:(Not asked),Nominal,Input,Numeric,"For each of these brands, which of their offerings are you aware of? <inst>Please select all that apply</inst>"
S5B_173,S5B:Casino.com,0:No|1:Yes|9998:(Not asked),Nominal,Input,Numeric,"For each of these brands, which of their offerings are you aware of? <inst>Please select all that apply</inst>"
S5B_174,S5B:Casino.com,0:No|1:Yes|9998:(Not asked),Nominal,Input,Numeric,"For each of these brands, which of their offerings are you aware of? <inst>Please select all that apply</inst>"
S5B_175,S5B:777,0:No|1:Yes|9998:(Not asked),Nominal,Input,Numeric,"For each of these brands, which of their offerings are you aware of? <inst>Please select all that apply</inst>"
S5B_176,S5B:777 Casino,0:No|1:Yes|9998:(Not asked),Nominal,Input,Numeric,"For each of these brands, which of their offerings are you aware of? <inst>Please select all that apply</inst>"
S5B_-992,S5B:,0:No|1:Yes|9998:(Not asked),Nominal,Input,Numeric,"For each of these brands, which of their offerings are you aware of? <inst>Please select all that apply</inst>"
S5B_999,S5B:None of these,0:No|1:Yes|9998:(Not asked),Nominal,Input,Numeric,"For each of these brands, which of their offerings are you aware of? <inst>Please select all that apply</inst>"
S5C_1,S5C:888,0:No|1:Yes|9998:(Not asked),Nominal,Input,Numeric,"Which of the following brands have you played with, online, in the last 3 months? <inst>Please select all that apply</inst>"
S5C_2,S5C:888 Casino,0:No|1:Yes|9998:(Not asked),Nominal,Input,Numeric,"Which of the following brands have you played with, online, in the last 3 months? <inst>Please select all that apply</inst>"
S5C_4,S5C:888 Sport,0:No|1:Yes|9998:(Not asked),Nominal,Input,Numeric,"Which of the following brands have you played with, online, in the last 3 months? <inst>Please select all that apply</inst>"
S5C_5,S5C:888 Ladies (Bingo),0:No|1:Yes|9998:(Not asked),Nominal,Input,Numeric,"Which of the following brands have you played with, online, in the last 3 months? <inst>Please select all that apply</inst>"
S5C_6,S5C:888 Poker,0:No|1:Yes|9998:(Not asked),Nominal,Input,Numeric,"Which of the following brands have you played with, online, in the last 3 months? <inst>Please select all that apply</inst>"
S5C_7,S5C:PaddyPower,0:No|1:Yes|9998:(Not asked),Nominal,Input,Numeric,"Which of the following brands have you played with, online, in the last 3 months? <inst>Please select all that apply</inst>"
S5C_8,S5C:PaddyPower Casino,0:No|1:Yes|9998:(Not asked),Nominal,Input,Numeric,"Which of the following brands have you played with, online, in the last 3 months? <inst>Please select all that apply</inst>"
S5C_10,S5C:PaddyPower (Sports),0:No|1:Yes|9998:(Not asked),Nominal,Input,Numeric,"Which of the following brands have you played with, online, in the last 3 months? <inst>Please select all that apply</inst>"
S5C_11,S5C:PaddyPower Bingo,0:No|1:Yes|9998:(Not asked),Nominal,Input,Numeric,"Which of the following brands have you played with, online, in the last 3 months? <inst>Please select all that apply</inst>"
S5C_12,S5C:PaddyPower Poker,0:No|1:Yes|9998:(Not asked),Nominal,Input,Numeric,"Which of the following brands have you played with, online, in the last 3 months? <inst>Please select all that apply</inst>"
S5C_13,S5C:Betfair,0:No|1:Yes|9998:(Not asked),Nominal,Input,Numeric,"Which of the following brands have you played with, online, in the last 3 months? <inst>Please select all that apply</inst>"
S5C_14,S5C:Betfair Casino,0:No|1:Yes|9998:(Not asked),Nominal,Input,Numeric,"Which of the following brands have you played with, online, in the last 3 months? <inst>Please select all that apply</inst>"
S5C_16,S5C:Betfair Sports,0:No|1:Yes|9998:(Not asked),Nominal,Input,Numeric,"Which of the following brands have you played with, online, in the last 3 months? <inst>Please select all that apply</inst>"
S5C_17,S5C:Betfair Bingo,0:No|1:Yes|9998:(Not asked),Nominal,Input,Numeric,"Which of the following brands have you played with, online, in the last 3 months? <inst>Please select all that apply</inst>"
S5C_18,S5C:Betfair Poker,0:No|1:Yes|9998:(Not asked),Nominal,Input,Numeric,"Which of the following brands have you played with, online, in the last 3 months? <inst>Please select all that apply</inst>"
S5C_19,S5C:Stars Group: Sky,0:No|1:Yes|9998:(Not asked),Nominal,Input,Numeric,"Which of the following brands have you played with, online, in the last 3 months? <inst>Please select all that apply</inst>"
S5C_20,S5C:Sky Casino,0:No|1:Yes|9998:(Not asked),Nominal,Input,Numeric,"Which of the following brands have you played with, online, in the last 3 months? <inst>Please select all that apply</inst>"
S5C_22,S5C:Sky Bet (Sports),0:No|1:Yes|9998:(Not asked),Nominal,Input,Numeric,"Which of the following brands have you played with, online, in the last 3 months? <inst>Please select all that apply</inst>"
S5C_23,S5C:Sky Bingo,0:No|1:Yes|9998:(Not asked),Nominal,Input,Numeric,"Which of the following brands have you played with, online, in the last 3 months? <inst>Please select all that apply</inst>"
S5C_24,S5C:Sky Poker,0:No|1:Yes|9998:(Not asked),Nominal,Input,Numeric,"Which of the following brands have you played with, online, in the last 3 months? <inst>Please select all that apply</inst>"
S5C_25,S5C:Ladbrokes,0:No|1:Yes|9998:(Not asked),Nominal,Input,Numeric,"Which of the following brands have you played with, online, in the last 3 months? <inst>Please select all that apply</inst>"
S5C_26,S5C:Ladbrokes Casino,0:No|1:Yes|9998:(Not asked),Nominal,Input,Numeric,"Which of the following brands have you played with, online, in the last 3 months? <inst>Please select all that apply</inst>"
S5C_28,S5C:Ladbrokes Sports,0:No|1:Yes|9998:(Not asked),Nominal,Input,Numeric,"Which of the following brands have you played with, online, in the last 3 months? <inst>Please select all that apply</inst>"
S5C_29,S5C:Ladbrokes Bingo,0:No|1:Yes|9998:(Not asked),Nominal,Input,Numeric,"Which of the following brands have you played with, online, in the last 3 months? <inst>Please select all that apply</inst>"
S5C_30,S5C:Ladbrokes Poker,0:No|1:Yes|9998:(Not asked),Nominal,Input,Numeric,"Which of the following brands have you played with, online, in the last 3 months? <inst>Please select all that apply</inst>"
S5C_31,S5C:Coral,0:No|1:Yes|9998:(Not asked),Nominal,Input,Numeric,"Which of the following brands have you played with, online, in the last 3 months? <inst>Please select all that apply</inst>"
S5C_32,S5C:Coral Casino,0:No|1:Yes|9998:(Not asked),Nominal,Input,Numeric,"Which of the following brands have you played with, online, in the last 3 months? <inst>Please select all that apply</inst>"
S5C_34,S5C:Coral Sports,0:No|1:Yes|9998:(Not asked),Nominal,Input,Numeric,"Which of the following brands have you played with, online, in the last 3 months? <inst>Please select all that apply</inst>"
S5C_35,S5C:Coral Bingo,0:No|1:Yes|9998:(Not asked),Nominal,Input,Numeric,"Which of the following brands have you played with, online, in the last 3 months? <inst>Please select all that apply</inst>"
S5C_36,S5C:Coral Poker,0:No|1:Yes|9998:(Not asked),Nominal,Input,Numeric,"Which of the following brands have you played with, online, in the last 3 months? <inst>Please select all that apply</inst>"
S5C_37,S5C:Betway,0:No|1:Yes|9998:(Not asked),Nominal,Input,Numeric,"Which of the following brands have you played with, online, in the last 3 months? <inst>Please select all that apply</inst>"
S5C_38,S5C:Betway Casino,0:No|1:Yes|9998:(Not asked),Nominal,Input,Numeric,"Which of the following brands have you played with, online, in the last 3 months? <inst>Please select all that apply</inst>"
S5C_40,S5C:Betway Sports,0:No|1:Yes|9998:(Not asked),Nominal,Input,Numeric,"Which of the following brands have you played with, online, in the last 3 months? <inst>Please select all that apply</inst>"
S5C_41,S5C:Mansion Bet,0:No|1:Yes|9998:(Not asked),Nominal,Input,Numeric,"Which of the following brands have you played with, online, in the last 3 months? <inst>Please select all that apply</inst>"
S5C_42,S5C:Mansion Bet Casino,0:No|1:Yes|9998:(Not asked),Nominal,Input,Numeric,"Which of the following brands have you played with, online, in the last 3 months? <inst>Please select all that apply</inst>"
S5C_44,S5C:Mansion Bet Sports,0:No|1:Yes|9998:(Not asked),Nominal,Input,Numeric,"Which of the following brands have you played with, online, in the last 3 months? <inst>Please select all that apply</inst>"
S5C_45,S5C:MoPlay,0:No|1:Yes|9998:(Not asked),Nominal,Input,Numeric,"Which of the following brands have you played with, online, in the last 3 months? <inst>Please select all that apply</inst>"
S5C_46,S5C:MoPlay Casino,0:No|1:Yes|9998:(Not asked),Nominal,Input,Numeric,"Which of the following brands have you played with, online, in the last 3 months? <inst>Please select all that apply</inst>"
S5C_48,S5C:MoPlay Sports,0:No|1:Yes|9998:(Not asked),Nominal,Input,Numeric,"Which of the following brands have you played with, online, in the last 3 months? <inst>Please select all that apply</inst>"
S5C_49,S5C:32red,0:No|1:Yes|9998:(Not asked),Nominal,Input,Numeric,"Which of the following brands have you played with, online, in the last 3 months? <inst>Please select all that apply</inst>"
S5C_50,S5C:32red Casino,0:No|1:Yes|9998:(Not asked),Nominal,Input,Numeric,"Which of the following brands have you played with, online, in the last 3 months? <inst>Please select all that apply</inst>"
S5C_52,S5C:32red Sports,0:No|1:Yes|9998:(Not asked),Nominal,Input,Numeric,"Which of the following brands have you played with, online, in the last 3 months? <inst>Please select all that apply</inst>"
S5C_53,S5C:32red Bingo,0:No|1:Yes|9998:(Not asked),Nominal,Input,Numeric,"Which of the following brands have you played with, online, in the last 3 months? <inst>Please select all that apply</inst>"
S5C_54,S5C:32red Poker,0:No|1:Yes|9998:(Not asked),Nominal,Input,Numeric,"Which of the following brands have you played with, online, in the last 3 months? <inst>Please select all that apply</inst>"
S5C_55,S5C:GROSVENOR,0:No|1:Yes|9998:(Not asked),Nominal,Input,Numeric,"Which of the following brands have you played with, online, in the last 3 months? <inst>Please select all that apply</inst>"
S5C_56,S5C:GROSVENOR Casino,0:No|1:Yes|9998:(Not asked),Nominal,Input,Numeric,"Which of the following brands have you played with, online, in the last 3 months? <inst>Please select all that apply</inst>"
S5C_58,S5C:GROSVENOR Sports,0:No|1:Yes|9998:(Not asked),Nominal,Input,Numeric,"Which of the following brands have you played with, online, in the last 3 months? <inst>Please select all that apply</inst>"
S5C_59,S5C:GROSVENOR Poker,0:No|1:Yes|9998:(Not asked),Nominal,Input,Numeric,"Which of the following brands have you played with, online, in the last 3 months? <inst>Please select all that apply</inst>"
S5C_60,S5C:Genting,0:No|1:Yes|9998:(Not asked),Nominal,Input,Numeric,"Which of the following brands have you played with, online, in the last 3 months? <inst>Please select all that apply</inst>"
